City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Shenjiamen,CN,2021-05-25 22:04:10,29.9576,122.298,68.09,85,100,14.47
296,Flinders,AU,2021-05-25 22:04:10,-34.5833,150.8552,60.06,74,40,1.01
297,Inhambane,MZ,2021-05-25 22:04:10,-23.865,35.3833,65.08,73,1,1.54
298,El Colomo,MX,2021-05-25 22:04:11,19.05,-104.25,87.78,56,0,9.86
299,Akom,CM,2021-05-25 22:04:11,2.6678,12.7109,69.12,91,84,2.42
300,San Andres,CO,2021-05-25 22:01:00,12.5847,-81.7006,81.77,84,100,17.78
301,Klyuchi,RU,2021-05-25 22:04:11,52.2667,79.1667,72.14,36,3,2.53
302,Mana,GF,2021-05-25 22:04:11,5.6592,-53.7767,78.67,91,100,5.77
303,Airai,TL,2021-05-25 22:04:12,-8.9266,125.4092,57.29,90,27,3.65
304,Vavatenina,MG,2021-05-25 21:59:27,-17.4667,49.2,62.82,99,18,2.64
305,Fortuna,US,2021-05-25 22:04:12,40.5982,-124.1573,70.2,69,75,8.99
306,Pisco,PE,2021-05-25 22:04:12,-13.7,-76.2167,66.25,88,75,6.91
307,Mugur-Aksy,RU,2021-05-25 22:04:12,50.35,90.5,47.8,82,100,7.63
308,Faanui,PF,2021-05-25 22:04:13,-16.4833,-151.75,81.0,71,87,10.38
309,Henties Bay,NA,2021-05-25 22:04:13,-22.116,14.2845,64.15,77,0,6.78
310,Uarini,BR,2021-05-25 22:04:13,-2.99,-65.1083,78.75,95,100,0.78
311,Broken Hill,AU,2021-05-25 22:04:14,-31.95,141.4333,46.63,80,0,9.13
312,Husavik,IS,2021-05-25 21:59:31,66.0449,-17.3389,51.71,73,15,9.91
313,Ekhabi,RU,2021-05-25 22:04:14,53.5102,142.9671,36.82,83,100,6.44
314,Arman,RU,2021-05-25 22:04:14,59.7,150.1667,50.2,49,9,13.78
315,Nelson Bay,AU,2021-05-25 22:04:14,-32.7167,152.15,62.69,93,79,6.42
316,Buchanan,LR,2021-05-25 22:04:15,5.8808,-10.0467,73.36,82,82,5.91
317,Fairbanks,US,2021-05-25 22:00:48,64.8378,-147.7164,67.6,36,31,1.01
318,Jizan,SA,2021-05-25 22:01:15,17.3333,42.6667,87.62,42,5,1.12
319,Malya,TZ,2021-05-25 22:04:15,-2.9833,33.5167,67.53,63,91,3.96
320,Itaquyry,PY,2021-05-25 22:04:16,-24.9333,-55.2167,61.02,53,38,3.62
321,Puri,IN,2021-05-25 22:04:16,19.8,85.85,78.39,91,100,29.26
322,Babaeski,TR,2021-05-25 22:04:16,41.4325,27.0931,56.53,82,85,2.75
323,Whitehorse,CA,2021-05-25 22:04:16,60.7161,-135.0538,51.03,65,100,4.0
324,Safaga,EG,2021-05-25 22:04:17,26.7292,33.9365,82.17,41,0,6.26
325,Tamsalu,EE,2021-05-25 22:04:17,59.1586,26.1153,49.84,75,97,9.17
326,Tiksi,RU,2021-05-25 22:04:17,71.6872,128.8694,33.51,84,29,1.39
327,Assiniboia,CA,2021-05-25 22:02:37,49.6334,-105.9845,44.08,82,100,14.56
328,Chokurdakh,RU,2021-05-25 22:04:18,70.6333,147.9167,35.42,77,52,8.57
329,Puerto Escondido,MX,2021-05-25 22:04:18,15.85,-97.0667,90.43,62,75,9.22
330,Sumenep,ID,2021-05-25 22:04:18,-7.0167,113.8667,80.04,83,29,11.25
331,Saint George,US,2021-05-25 22:04:18,37.1041,-113.5841,93.67,11,1,1.01
332,Lunel,FR,2021-05-25 22:01:13,43.6778,4.1361,62.51,39,0,6.15
333,Jalu,LY,2021-05-25 22:04:19,29.0331,21.5482,83.34,11,0,5.77
334,Gwadar,PK,2021-05-25 22:04:19,25.1216,62.3254,85.23,81,33,10.47
335,Luderitz,NA,2021-05-25 22:04:19,-26.6481,15.1594,61.05,75,0,10.65
336,Syracuse,IT,2021-05-25 22:02:09,37.0881,15.2792,69.62,86,16,11.03
337,Anloga,GH,2021-05-25 22:01:27,5.7947,0.8973,82.45,83,71,14.65
338,Road Town,VG,2021-05-25 22:03:45,18.4167,-64.6167,84.29,78,20,10.36
339,Bengkulu,ID,2021-05-25 22:04:19,-3.8004,102.2655,76.93,85,69,2.62
340,Lethem,GY,2021-05-25 22:04:20,3.3803,-59.7968,78.6,88,99,7.85
341,La Asuncion,VE,2021-05-25 22:04:20,11.0333,-63.8628,79.68,76,7,16.02
342,Shingu,JP,2021-05-25 22:04:20,33.7333,135.9833,64.9,59,59,2.46
343,Clovis,US,2021-05-25 22:04:20,36.8252,-119.7029,90.12,26,75,3.0
344,Porto Novo,BJ,2021-05-25 22:04:21,6.4965,2.6036,81.7,82,54,9.44
345,Conde,BR,2021-05-25 22:04:21,-7.2597,-34.9075,76.46,88,40,7.25
346,Fossombrone,IT,2021-05-25 22:04:21,43.6908,12.8127,60.64,53,1,5.99
347,Ust-Ilimsk,RU,2021-05-25 22:04:21,58.0006,102.6619,33.84,82,17,2.64
348,Odienne,CI,2021-05-25 22:04:22,9.51,-7.5692,77.09,67,98,0.63
349,Affery,CI,2021-05-25 22:02:05,6.315,-3.9603,75.09,98,91,3.62
350,Gura Teghii,RO,2021-05-25 22:04:22,45.4833,26.4167,63.34,94,32,2.98
351,Sao Joao Da Barra,BR,2021-05-25 22:04:22,-21.6403,-41.0511,69.3,70,55,9.71
352,Okhotsk,RU,2021-05-25 22:04:22,59.3833,143.3,50.43,53,85,9.75
353,Hambantota,LK,2021-05-25 22:04:23,6.1241,81.1185,81.21,73,97,22.44
354,Xining,CN,2021-05-25 22:04:23,36.6167,101.7667,47.34,74,96,1.28
355,Lagoa,PT,2021-05-25 22:04:23,39.05,-27.9833,63.19,89,100,20.67
356,San Quintin,MX,2021-05-25 22:04:23,30.4833,-115.95,69.71,58,28,10.11
357,Mapiripan,CO,2021-05-25 22:04:24,2.8892,-72.1256,74.7,94,96,3.74
358,Linay,PH,2021-05-25 22:04:24,8.5167,123.1333,79.2,81,100,2.42
359,Deniliquin,AU,2021-05-25 22:04:24,-35.5333,144.9667,48.0,79,41,8.19
360,Noumea,NC,2021-05-25 22:03:22,-22.2763,166.4572,72.0,99,64,12.12
361,Matagami,CA,2021-05-25 22:03:27,49.7502,-77.6328,71.53,61,98,11.45
362,Hearst,CA,2021-05-25 22:04:25,49.6835,-83.6665,76.42,55,97,15.14
363,Pacifica,US,2021-05-25 22:03:44,37.6138,-122.4869,80.64,71,20,20.71
364,Beringovskiy,RU,2021-05-25 22:04:25,63.05,179.3167,32.67,99,100,5.19
365,Kruisfontein,ZA,2021-05-25 22:04:25,-34.0033,24.7314,55.89,90,83,5.68
366,Dali,CN,2021-05-25 21:59:26,25.7,100.1833,59.85,91,94,4.83
367,Bambous Virieux,MU,2021-05-25 22:04:25,-20.3428,57.7575,71.85,88,20,9.8
368,Namatanai,PG,2021-05-25 22:04:26,-3.6667,152.4333,78.58,88,100,5.73
369,Samarai,PG,2021-05-25 22:04:26,-10.6167,150.6667,79.05,65,100,13.82
370,Dunedin,NZ,2021-05-25 22:02:11,-45.8742,170.5036,45.64,43,100,2.71
371,Neiafu,TO,2021-05-25 22:04:26,-18.65,-173.9833,70.48,100,75,2.3
372,Liverpool,GB,2021-05-25 22:00:54,53.4106,-2.9779,51.62,74,13,3.0
373,Krapivinskiy,RU,2021-05-25 22:04:26,54.9992,86.8133,58.64,98,100,2.84
374,Lorengau,PG,2021-05-25 22:04:27,-2.0226,147.2712,77.58,92,100,5.79
375,Morgan City,US,2021-05-25 22:04:27,29.6994,-91.2068,86.0,69,20,9.13
376,Ovsyanka,RU,2021-05-25 22:04:27,55.9575,92.5519,50.97,94,100,2.73
377,Qandala,SO,2021-05-25 22:04:27,11.472,49.8728,85.62,70,2,3.89
378,Forbes,AU,2021-05-25 22:04:28,-33.3833,148.0167,54.91,87,20,5.19
379,Victoria,HK,2021-05-25 21:59:39,22.2855,114.1577,85.32,89,82,3.0
380,Aleksandrov Gay,RU,2021-05-25 22:04:28,50.147,48.5704,61.99,79,100,10.49
381,Outlook,CA,2021-05-25 22:04:28,51.5001,-107.0513,44.51,68,100,12.44
382,Bathsheba,BB,2021-05-25 22:04:28,13.2167,-59.5167,80.24,69,48,12.8
383,Yumen,CN,2021-05-25 22:04:29,40.2833,97.2,58.14,20,16,6.15
384,Beloha,MG,2021-05-25 22:04:29,-25.1667,45.05,62.49,75,8,5.39
385,Chiang Khong,TH,2021-05-25 22:04:29,20.2613,100.4046,73.53,85,62,0.83
386,Micomeseng,GQ,2021-05-25 22:04:29,2.1462,10.6164,70.74,100,100,2.62
387,Santiago Del Estero,AR,2021-05-25 22:00:40,-27.7951,-64.2615,63.77,42,2,4.9
388,Juneau,US,2021-05-25 22:02:38,58.3019,-134.4197,56.84,58,94,3.8
389,Linxia,CN,2021-05-25 22:04:30,35.6003,103.2064,53.82,48,98,5.01
390,Magadan,RU,2021-05-25 22:04:30,59.5667,150.8,40.32,72,10,4.45
391,San Cristobal,VE,2021-05-25 22:04:30,7.7669,-72.225,66.33,99,100,4.97
392,Yulara,AU,2021-05-25 22:01:15,-25.2406,130.9889,46.45,46,53,7.87
393,Papetoai,PF,2021-05-25 22:04:31,-17.4961,-149.8729,85.59,73,63,8.3
394,Plymouth,US,2021-05-25 22:02:07,41.8334,-70.8328,76.82,65,1,3.0
395,Nouadhibou,MR,2021-05-25 22:04:31,20.931,-17.0347,65.88,85,13,21.99
396,Laguna,US,2021-05-25 22:02:48,38.421,-121.4238,86.05,28,1,3.0
397,Singaraja,ID,2021-05-25 22:04:31,-8.112,115.0882,79.7,83,48,1.74
398,Inuvik,CA,2021-05-25 22:04:31,68.3499,-133.7218,39.96,75,90,9.57
399,Sitka,US,2021-05-25 22:04:32,57.0531,-135.33,49.89,71,75,11.5
400,Nemuro,JP,2021-05-25 22:02:44,43.3236,145.575,43.75,94,100,1.95
401,Joniskis,LT,2021-05-25 22:04:32,56.2403,23.6153,56.32,98,100,6.35
402,Bushehr,IR,2021-05-25 22:04:32,28.9684,50.8385,86.83,51,16,16.28
403,Chopovychi,UA,2021-05-25 22:04:32,50.8332,28.9533,55.44,91,16,8.88
404,Itupiranga,BR,2021-05-25 22:04:33,-5.1347,-49.3267,82.72,73,40,3.09
405,Catole Do Rocha,BR,2021-05-25 22:04:33,-6.3439,-37.7467,75.33,47,19,0.72
406,Cidreira,BR,2021-05-25 22:04:33,-30.1811,-50.2056,58.48,66,0,9.78
407,Makakilo City,US,2021-05-25 22:00:59,21.3469,-158.0858,83.61,69,17,3.69
408,Raudeberg,NO,2021-05-25 22:04:33,61.9875,5.1352,52.47,79,100,14.72
409,Nhulunbuy,AU,2021-05-25 22:04:34,-12.2333,136.7667,75.81,88,90,9.22
410,Manoharpur,IN,2021-05-25 22:04:34,27.3,75.95,86.85,26,65,2.53
411,Yokadouma,CM,2021-05-25 22:04:34,3.5167,15.05,73.29,83,99,1.32
412,Jardim,BR,2021-05-25 22:04:34,-21.4803,-56.1381,71.29,58,40,5.39
413,Lufilufi,WS,2021-05-25 22:04:35,-13.8745,-171.5986,83.79,77,97,15.03
414,Puqi,CN,2021-05-25 22:04:35,29.7167,113.8833,66.24,97,100,4.14
415,Kudahuvadhoo,MV,2021-05-25 22:04:35,2.6708,72.8944,84.06,71,100,22.28
416,Port Blair,IN,2021-05-25 22:04:35,11.6667,92.75,82.67,83,80,21.14
417,Nalut,LY,2021-05-25 22:04:35,30.3333,10.85,76.01,44,32,16.35
418,Gambela,ET,2021-05-25 22:04:36,8.25,34.5833,72.36,88,57,3.53
419,Port-Gentil,GA,2021-05-25 22:04:36,-0.7193,8.7815,80.4,86,91,13.11
420,Siteki,SZ,2021-05-25 22:04:36,-26.45,31.95,53.96,73,90,3.18
421,Northam,GB,2021-05-25 22:04:36,51.0333,-4.2167,47.3,94,65,8.55
422,Sao Paulo De Olivenca,BR,2021-05-25 22:04:37,-3.3783,-68.8725,76.71,96,76,1.9
423,Port Augusta,AU,2021-05-25 22:02:44,-32.5,137.7667,48.7,74,41,4.5
424,Kamenka,RU,2021-05-25 22:04:37,51.3223,42.7678,54.93,81,50,7.4
425,Poum,NC,2021-05-25 22:04:37,-20.2333,164.0167,73.67,60,93,16.37
426,Barcelos,PT,2021-05-25 22:00:58,41.5388,-8.6151,65.91,71,100,4.25
427,Zhigansk,RU,2021-05-25 22:04:38,66.7697,123.3711,48.29,55,100,4.7
428,Dir,PK,2021-05-25 22:04:38,35.2058,71.8756,61.61,38,0,8.72
429,Amapa,BR,2021-05-25 22:04:38,1.0,-52.0,74.14,98,100,2.82
430,Kenai,US,2021-05-25 22:04:38,60.5544,-151.2583,67.03,49,1,10.36
431,Komsomolskiy,UZ,2021-05-25 22:01:12,40.4272,71.7189,70.77,40,50,4.61
432,Letterkenny,IE,2021-05-25 22:04:39,54.95,-7.7333,43.72,93,42,6.76
433,Tondano,ID,2021-05-25 22:04:39,1.3038,124.9112,68.09,84,97,1.19
434,Ternate,ID,2021-05-25 22:04:39,0.8,127.4,81.73,77,90,4.92
435,Chulym,RU,2021-05-25 22:04:39,55.0997,80.9572,59.31,94,1,5.64
436,Jiblah,YE,2021-05-25 22:04:40,13.9216,44.1467,67.51,60,2,2.08
437,Garza Garcia,MX,2021-05-25 22:04:09,25.6667,-100.4,89.37,63,50,4.0
438,Coquimbo,CL,2021-05-25 22:04:40,-29.9533,-71.3436,58.73,77,0,4.68
439,Penzance,GB,2021-05-25 22:04:40,50.1186,-5.5371,49.21,95,100,12.48
440,Pineville,US,2021-05-25 22:04:40,31.3224,-92.4343,85.98,58,90,10.38
441,Meadow Lake,US,2021-05-25 22:02:20,34.8014,-106.5436,84.61,8,0,5.03
442,El Progreso,HN,2021-05-25 22:04:41,15.4,-87.8,87.62,66,40,7.63
443,Sarankhola,BD,2021-05-25 22:04:41,22.3082,89.7897,80.44,75,95,21.05
444,Amuntai,ID,2021-05-25 22:04:41,-2.4177,115.2494,73.99,96,100,1.79
445,Mosquera,CO,2021-05-25 22:00:27,4.7059,-74.2302,59.09,88,75,10.36
446,Cap Malheureux,MU,2021-05-25 22:04:42,-19.9842,57.6142,72.09,82,9,1.99
447,Burnie,AU,2021-05-25 22:04:42,-41.0667,145.9167,53.22,83,75,18.14
448,Ville-Marie,CA,2021-05-25 22:04:42,47.3335,-79.433,73.4,61,99,12.68
449,West Plains,US,2021-05-25 22:04:42,36.7281,-91.8524,73.08,78,75,9.15
450,Karoi,ZW,2021-05-25 22:04:43,-16.8099,29.6925,51.31,70,0,4.27
451,Lerwick,GB,2021-05-25 22:04:43,60.1545,-1.1494,50.0,91,100,11.63
452,Boa Vista,BR,2021-05-25 22:04:43,2.8197,-60.6733,78.78,83,75,5.75
453,Rantepao,ID,2021-05-25 22:04:43,-2.9701,119.8978,65.52,97,98,1.5
454,Ilhabela,BR,2021-05-25 22:03:07,-23.7781,-45.3581,64.42,72,72,6.33
455,Vichy,FR,2021-05-25 22:04:44,46.25,3.5833,50.09,93,41,4.05
456,Iguatu,BR,2021-05-25 22:04:44,-6.3594,-39.2986,74.05,71,16,4.99
457,Mutis,CO,2021-05-25 21:59:59,6.2262,-77.4044,81.79,83,74,7.67
458,Purworejo,ID,2021-05-25 22:04:44,-6.7872,111.9224,77.85,87,25,8.23
459,Jibuti,DJ,2021-05-25 22:04:44,11.5,42.5,81.82,56,49,7.11
460,Teutonia,BR,2021-05-25 22:04:45,-29.4481,-51.8064,57.78,85,2,4.0
461,Mitsamiouli,KM,2021-05-25 22:04:45,-11.3847,43.2844,77.79,71,30,8.88
462,Ballina,AU,2021-05-25 22:04:45,-28.8667,153.5667,56.79,99,5,4.97
463,Lac Du Bonnet,CA,2021-05-25 22:04:45,50.2536,-96.0612,53.06,93,100,10.54
464,Jutai,BR,2021-05-25 22:04:46,-5.1833,-68.9,79.07,83,71,1.77
465,Aginskoye,RU,2021-05-25 22:04:46,51.1,114.53,43.09,83,100,6.17
466,Yarmouth,US,2021-05-25 22:04:46,41.7057,-70.2286,67.21,64,1,15.01
467,Nara,JP,2021-05-25 22:04:46,34.6851,135.8049,65.5,41,92,2.93
468,Bairiki,KI,2021-05-25 22:04:47,1.3292,172.9752,86.0,79,20,15.46
469,El Vigia,VE,2021-05-25 22:04:47,8.6219,-71.6506,79.92,89,100,1.72
470,Dwarka,IN,2021-05-25 22:04:47,22.2394,68.9678,83.32,81,0,17.6
471,Lata,PT,2021-05-25 22:04:48,40.1629,-8.3327,63.72,79,99,1.97
472,Haikou,CN,2021-05-25 22:04:48,20.0458,110.3417,80.62,84,7,9.19
473,Padang,ID,2021-05-25 22:00:08,-0.9492,100.3543,78.04,86,95,4.34
474,Zhuhai,CN,2021-05-25 22:00:19,22.2769,113.5678,85.05,84,20,11.79
475,Manado,ID,2021-05-25 22:04:48,1.487,124.8455,75.97,94,20,2.62
476,Havoysund,NO,2021-05-25 22:04:48,70.9963,24.6622,38.28,68,14,2.24
477,Svetlyy,RU,2021-05-25 22:04:49,54.675,20.1347,50.05,89,99,6.98
478,Skagen,DK,2021-05-25 22:04:49,57.7209,10.5839,51.28,93,100,28.63
479,Te Anau,NZ,2021-05-25 22:04:49,-45.4167,167.7167,40.5,70,81,1.32
480,Ust-Tsilma,RU,2021-05-25 22:04:49,65.441,52.1498,35.33,60,100,9.08
481,Christchurch,NZ,2021-05-25 22:03:12,-43.5333,172.6333,50.83,85,3,1.99
482,Dandong,CN,2021-05-25 22:03:02,40.1292,124.3947,55.74,58,100,7.11
483,Kokopo,PG,2021-05-25 22:00:06,-4.352,152.2633,75.81,90,100,5.59
484,Puro,PH,2021-05-25 22:04:50,12.4841,123.3827,81.63,80,80,4.25
485,Kang,BW,2021-05-25 22:04:50,-23.6752,22.7876,55.31,41,100,5.37
486,Tyukalinsk,RU,2021-05-25 22:04:50,55.8732,72.1967,64.02,76,6,5.84
487,Takoradi,GH,2021-05-25 22:04:50,4.8845,-1.7554,80.22,84,99,7.11
488,Pareora,NZ,2021-05-25 22:04:51,-44.4871,171.2132,38.17,95,49,3.62
489,Verkhnevilyuysk,RU,2021-05-25 22:04:51,63.4453,120.3167,47.17,78,100,2.66
490,Two Hills,CA,2021-05-25 22:04:51,53.7169,-111.7518,52.7,44,100,6.8
491,Brae,GB,2021-05-25 22:04:51,60.3964,-1.353,49.91,92,100,9.31
492,Rzhev,RU,2021-05-25 22:04:52,56.2624,34.3282,49.98,81,99,5.35
493,Mandalgovi,MN,2021-05-25 22:02:05,45.7625,106.2708,40.19,72,25,14.63
494,Sembabule,UG,2021-05-25 22:04:52,-0.0772,31.4567,61.41,81,27,3.87
495,Maun,BW,2021-05-25 22:04:52,-19.9833,23.4167,55.04,53,0,5.61
496,Valleyview,CA,2021-05-25 22:04:53,55.0667,-117.2859,55.71,43,100,9.13
497,Cortez,US,2021-05-25 22:04:53,37.3489,-108.5859,77.41,11,1,13.8
498,Moose Factory,CA,2021-05-25 22:02:20,51.2585,-80.6094,81.73,31,93,5.08
499,Muli,MV,2021-05-25 22:04:53,2.9167,73.5667,83.98,75,100,23.4
500,Najran,SA,2021-05-25 22:04:53,17.4924,44.1277,80.47,17,0,5.66
501,Tiarei,PF,2021-05-25 22:04:54,-17.5333,-149.3333,86.02,73,57,6.2
502,Erzin,TR,2021-05-25 22:04:54,36.9559,36.2,72.32,65,0,2.33
503,Ust-Koksa,RU,2021-05-25 22:04:54,50.2696,85.6108,52.12,79,72,1.86
504,El Sobrante,US,2021-05-25 22:04:54,37.9772,-122.2953,83.25,54,0,5.01
505,Pemangkat,ID,2021-05-25 22:00:53,1.1667,108.9667,78.15,87,100,3.85
506,Ratne,UA,2021-05-25 22:04:55,51.6683,24.5303,54.82,97,98,13.06
507,Japura,ID,2021-05-25 22:02:13,-0.3167,102.35,74.03,99,78,2.42
508,Karasburg,NA,2021-05-25 22:04:55,-28.0167,18.75,59.11,46,0,5.35
509,Vila Do Maio,CV,2021-05-25 22:04:55,15.1333,-23.2167,74.19,81,0,16.49
510,Machali,CL,2021-05-25 22:04:55,-34.1833,-70.6667,58.28,44,0,2.17
511,Turkistan,KZ,2021-05-25 22:04:56,43.0,68.0,74.43,43,100,10.8
512,Doha,QA,2021-05-25 22:04:56,25.2867,51.5333,93.18,46,0,2.3
513,Wuwei,CN,2021-05-25 22:04:56,37.9281,102.6414,56.17,25,56,6.96
514,Port Townsend,US,2021-05-25 22:04:56,48.117,-122.7605,65.44,84,90,1.01
515,Vysokogornyy,RU,2021-05-25 22:04:57,50.1167,139.15,36.05,99,100,2.33
516,Kindersley,CA,2021-05-25 22:00:32,51.4668,-109.1682,47.07,63,100,10.02
517,Katherine,AU,2021-05-25 22:04:57,-14.4667,132.2667,64.72,94,5,5.82
518,Kuryk,KZ,2021-05-25 22:04:57,43.2,51.65,67.75,80,38,18.79
519,Tres Arroyos,AR,2021-05-25 22:04:57,-38.3739,-60.2798,45.03,49,7,4.68
520,Minot,US,2021-05-25 22:04:58,48.2325,-101.2963,61.79,58,90,29.93
521,Santo Domingo,DO,2021-05-25 22:00:00,18.5001,-69.9886,85.68,87,75,0.0
522,Omaruru,NA,2021-05-25 22:04:58,-21.4333,15.9333,59.88,40,1,5.06
523,Baherden,TM,2021-05-25 22:04:58,38.4362,57.4316,82.87,15,49,3.2
524,Reconquista,AR,2021-05-25 22:04:58,-29.15,-59.65,59.0,59,0,4.59
525,Denpasar,ID,2021-05-25 22:00:51,-8.65,115.2167,80.26,89,40,8.84
526,Gao,ML,2021-05-25 22:04:59,16.6362,1.637,93.13,8,62,8.12
527,Roald,NO,2021-05-25 22:04:59,62.5833,6.1333,54.91,87,0,20.71
528,Mugi,RU,2021-05-25 22:04:59,42.2994,47.4208,48.58,98,100,2.19
529,Jasper,US,2021-05-25 22:04:59,37.2001,-94.3502,76.01,77,75,1.01
530,Sovetskiy,RU,2021-05-25 22:05:00,61.3614,63.5842,54.81,65,100,3.51
531,Eureka,US,2021-05-25 22:05:00,40.8021,-124.1637,64.67,75,36,10.0
532,Kidal,ML,2021-05-25 22:01:58,18.4411,1.4078,94.89,6,79,13.04
533,Pizarro,CO,2021-05-25 22:05:00,4.9533,-77.366,81.77,80,37,7.49
534,Kaka,TM,2021-05-25 22:02:25,37.3482,59.6143,81.73,16,49,5.19
535,Pasighat,IN,2021-05-25 22:05:00,28.0667,95.3333,74.46,91,90,3.87
536,Tortosa,ES,2021-05-25 22:05:01,40.8125,0.5216,63.25,89,18,3.13
537,Matay,EG,2021-05-25 22:05:01,28.419,30.7792,79.09,34,0,14.9
538,Celestun,MX,2021-05-25 22:05:01,20.8667,-90.4,85.84,66,43,17.58
539,Austin,US,2021-05-25 22:00:51,30.2672,-97.7431,89.91,68,92,5.01
540,Guapi,CO,2021-05-25 22:05:02,2.5708,-77.8854,78.89,91,88,5.01
541,Taksimo,RU,2021-05-25 22:03:30,56.3444,114.8794,42.46,60,13,0.58
542,Ust-Karsk,RU,2021-05-25 22:05:02,52.7011,118.8077,41.58,94,100,1.74
543,Great Bend,US,2021-05-25 22:05:04,38.3645,-98.7648,82.62,57,90,5.75
544,Tual,ID,2021-05-25 22:05:05,-5.6667,132.75,82.4,79,100,23.24
545,Sexsmith,CA,2021-05-25 22:05:05,55.35,-118.786,56.57,43,100,10.51
546,Cap-Aux-Meules,CA,2021-05-25 22:02:01,47.3821,-61.8597,49.28,82,100,29.26
547,Norden,DE,2021-05-25 22:05:05,53.6,7.2,49.96,83,70,5.01
548,Robertsport,LR,2021-05-25 22:05:05,6.7533,-11.3686,82.04,79,100,9.06
549,Hami,CN,2021-05-25 22:05:06,42.8,93.45,71.51,17,0,13.31
550,Asyut,EG,2021-05-25 22:03:41,27.181,31.1837,81.66,19,0,8.1
551,Caloundra,AU,2021-05-25 22:00:12,-26.8,153.1333,61.36,98,1,5.77
552,Yekaterinovka,RU,2021-05-25 22:05:06,52.0508,44.3451,52.99,89,1,6.49
553,Ahuimanu,US,2021-05-25 22:05:06,21.4447,-157.8378,85.14,57,75,6.06
554,Vestmannaeyjar,IS,2021-05-25 22:05:07,63.4427,-20.2734,45.54,89,81,23.64
555,Kpandae,GH,2021-05-25 22:05:07,8.4689,-0.0113,80.22,74,57,4.14
556,Majene,ID,2021-05-25 22:05:07,-3.5403,118.9707,77.65,89,98,8.52
557,Dudinka,RU,2021-05-25 22:05:07,69.4058,86.1778,19.33,95,18,8.97
558,Kupang,ID,2021-05-25 22:05:07,-10.1667,123.5833,75.27,87,62,8.61
559,Isangel,VU,2021-05-25 22:05:08,-19.55,169.2667,77.11,50,20,12.21
